comparison,protein_id,cka
pmf_align:attnobias,T1050-D3,0.0197
pmf_align:attnobias,T1054-D1,0.0240
pmf_align:attnobias,T1056-D1,0.0162
pmf_align:attnobias,T1057-D1,0.0107
pmf_align:attnobias,T1064-D1,0.0344
pmf_align:attnobias,T1067-D1,0.0163
pmf_align:attnobias,T1070-D2,0.0234
pmf_align:attnobias,T1073-D1,0.0271
pmf_align:attnobias,T1079-D1,0.0077
pmf_align:attnobias,T1082-D1,0.0122
pmf_align:attnobias,T1089-D1,0.0071
pmf_align:attnobias,T1090-D1,0.0148
pmf_align:attnobias,T1099-D1,0.0413
paired_d:phys_perturb_minus_base_phys,T1024-D1,0.1267
paired_d:phys_perturb_minus_base_phys,T1024-D2,0.0973
paired_d:phys_perturb_minus_base_phys,T1025-D1,0.0402
paired_d:phys_perturb_minus_base_phys,T1026-D1,0.0702
paired_d:phys_perturb_minus_base_phys,T1030-D1,0.0634
paired_d:phys_perturb_minus_base_phys,T1030-D2,0.0070
paired_d:phys_perturb_minus_base_phys,T1031-D1,-0.0134
paired_d:phys_perturb_minus_base_phys,T1032-D1,0.0633
paired_d:phys_perturb_minus_base_phys,T1033-D1,0.0450
paired_d:phys_perturb_minus_base_phys,T1034-D1,0.0512
paired_d:phys_perturb_minus_base_phys,T1036s1-D1,0.0342
paired_d:phys_perturb_minus_base_phys,T1038-D1,0.0762
paired_d:phys_perturb_minus_base_phys,T1038-D2,0.0949
paired_d:phys_perturb_minus_base_phys,T1039-D1,-0.0022
paired_d:phys_perturb_minus_base_phys,T1046s1-D1,0.0272
paired_d:phys_perturb_minus_base_phys,T1046s2-D1,0.0289
paired_d:phys_perturb_minus_base_phys,T1049-D1,-0.1535
paired_d:phys_perturb_minus_base_phys,T1050-D1,0.0673
paired_d:phys_perturb_minus_base_phys,T1050-D2,0.0486
paired_d:phys_perturb_minus_base_phys,T1050-D3,0.0682
paired_d:phys_perturb_minus_base_phys,T1054-D1,0.0162
paired_d:phys_perturb_minus_base_phys,T1056-D1,0.0290
paired_d:phys_perturb_minus_base_phys,T1057-D1,0.0680
paired_d:phys_perturb_minus_base_phys,T1064-D1,0.0892
paired_d:phys_perturb_minus_base_phys,T1067-D1,0.0719
paired_d:phys_perturb_minus_base_phys,T1070-D2,0.1121
paired_d:phys_perturb_minus_base_phys,T1073-D1,0.0522
paired_d:phys_perturb_minus_base_phys,T1079-D1,0.0493
paired_d:phys_perturb_minus_base_phys,T1082-D1,0.0077
paired_d:phys_perturb_minus_base_phys,T1089-D1,0.0559
paired_d:phys_perturb_minus_base_phys,T1090-D1,0.0671
paired_d:phys_perturb_minus_base_phys,T1099-D1,-0.1245
paired_d:phys_attnobias_minus_base_phys,T1024-D1,0.0654
paired_d:phys_attnobias_minus_base_phys,T1024-D2,0.0697
paired_d:phys_attnobias_minus_base_phys,T1025-D1,0.0582
paired_d:phys_attnobias_minus_base_phys,T1026-D1,0.0594
paired_d:phys_attnobias_minus_base_phys,T1030-D1,0.0573
paired_d:phys_attnobias_minus_base_phys,T1030-D2,-0.0049
paired_d:phys_attnobias_minus_base_phys,T1031-D1,-0.0012
paired_d:phys_attnobias_minus_base_phys,T1032-D1,0.0358
paired_d:phys_attnobias_minus_base_phys,T1033-D1,0.0025
paired_d:phys_attnobias_minus_base_phys,T1034-D1,0.0466
paired_d:phys_attnobias_minus_base_phys,T1036s1-D1,0.0760
paired_d:phys_attnobias_minus_base_phys,T1038-D1,0.0615
paired_d:phys_attnobias_minus_base_phys,T1038-D2,0.0439
paired_d:phys_attnobias_minus_base_phys,T1039-D1,0.0122
paired_d:phys_attnobias_minus_base_phys,T1046s1-D1,-0.0019
paired_d:phys_attnobias_minus_base_phys,T1046s2-D1,0.0595
paired_d:phys_attnobias_minus_base_phys,T1049-D1,-0.1205
paired_d:phys_attnobias_minus_base_phys,T1050-D1,0.0557
paired_d:phys_attnobias_minus_base_phys,T1050-D2,0.0491
paired_d:phys_attnobias_minus_base_phys,T1050-D3,0.0607
paired_d:phys_attnobias_minus_base_phys,T1054-D1,0.0596
paired_d:phys_attnobias_minus_base_phys,T1056-D1,0.0685
paired_d:phys_attnobias_minus_base_phys,T1057-D1,0.0582
paired_d:phys_attnobias_minus_base_phys,T1064-D1,0.1135
paired_d:phys_attnobias_minus_base_phys,T1067-D1,0.0893
paired_d:phys_attnobias_minus_base_phys,T1070-D2,0.1331
paired_d:phys_attnobias_minus_base_phys,T1073-D1,0.0385
paired_d:phys_attnobias_minus_base_phys,T1079-D1,0.0383
paired_d:phys_attnobias_minus_base_phys,T1082-D1,-0.0201
paired_d:phys_attnobias_minus_base_phys,T1089-D1,0.0706
paired_d:phys_attnobias_minus_base_phys,T1090-D1,0.0963
paired_d:phys_attnobias_minus_base_phys,T1099-D1,0.0186
paired_d:static_static_perturb_minus_base_static,T1024-D1,0.1002
paired_d:static_static_perturb_minus_base_static,T1024-D2,0.1117
paired_d:static_static_perturb_minus_base_static,T1025-D1,0.0520
paired_d:static_static_perturb_minus_base_static,T1026-D1,0.0383
paired_d:static_static_perturb_minus_base_static,T1030-D1,0.0778
paired_d:static_static_perturb_minus_base_static,T1030-D2,0.0707
paired_d:static_static_perturb_minus_base_static,T1031-D1,0.0796
paired_d:static_static_perturb_minus_base_static,T1032-D1,0.0767
paired_d:static_static_perturb_minus_base_static,T1033-D1,0.0049
paired_d:static_static_perturb_minus_base_static,T1034-D1,0.1245
paired_d:static_static_perturb_minus_base_static,T1036s1-D1,0.0527
paired_d:static_static_perturb_minus_base_static,T1038-D1,0.1864
paired_d:static_static_perturb_minus_base_static,T1038-D2,0.0617
paired_d:static_static_perturb_minus_base_static,T1039-D1,0.1228
paired_d:static_static_perturb_minus_base_static,T1046s1-D1,0.0514
paired_d:static_static_perturb_minus_base_static,T1046s2-D1,0.0193
paired_d:static_static_perturb_minus_base_static,T1049-D1,0.0698
paired_d:static_static_perturb_minus_base_static,T1050-D1,0.0787
paired_d:static_static_perturb_minus_base_static,T1050-D2,0.0588
paired_d:static_static_perturb_minus_base_static,T1050-D3,0.0512
paired_d:static_static_perturb_minus_base_static,T1054-D1,0.0534
paired_d:static_static_perturb_minus_base_static,T1056-D1,0.0747
paired_d:static_static_perturb_minus_base_static,T1057-D1,0.0736
paired_d:static_static_perturb_minus_base_static,T1064-D1,-0.0801
paired_d:static_static_perturb_minus_base_static,T1067-D1,0.0531
paired_d:static_static_perturb_minus_base_static,T1070-D2,0.0895
paired_d:static_static_perturb_minus_base_static,T1073-D1,0.0478
paired_d:static_static_perturb_minus_base_static,T1079-D1,0.1066
paired_d:static_static_perturb_minus_base_static,T1082-D1,0.0239
paired_d:static_static_perturb_minus_base_static,T1089-D1,0.0717
paired_d:static_static_perturb_minus_base_static,T1090-D1,0.0488
paired_d:static_static_perturb_minus_base_static,T1099-D1,0.0355
paired_d:gate_gate_perturb_minus_base_gate,T1024-D1,0.0718
paired_d:gate_gate_perturb_minus_base_gate,T1024-D2,0.1050
paired_d:gate_gate_perturb_minus_base_gate,T1025-D1,0.0541
paired_d:gate_gate_perturb_minus_base_gate,T1026-D1,0.0644
paired_d:gate_gate_perturb_minus_base_gate,T1030-D1,0.1184
paired_d:gate_gate_perturb_minus_base_gate,T1030-D2,0.1255
paired_d:gate_gate_perturb_minus_base_gate,T1031-D1,0.0649
paired_d:gate_gate_perturb_minus_base_gate,T1032-D1,0.0895
paired_d:gate_gate_perturb_minus_base_gate,T1033-D1,0.1706
paired_d:gate_gate_perturb_minus_base_gate,T1034-D1,0.0412
paired_d:gate_gate_perturb_minus_base_gate,T1036s1-D1,0.0784
paired_d:gate_gate_perturb_minus_base_gate,T1038-D1,0.1623
paired_d:gate_gate_perturb_minus_base_gate,T1038-D2,0.1368
paired_d:gate_gate_perturb_minus_base_gate,T1039-D1,0.1406
paired_d:gate_gate_perturb_minus_base_gate,T1046s1-D1,0.0392
paired_d:gate_gate_perturb_minus_base_gate,T1046s2-D1,0.0704
paired_d:gate_gate_perturb_minus_base_gate,T1049-D1,0.2050
paired_d:gate_gate_perturb_minus_base_gate,T1050-D1,0.0270
paired_d:gate_gate_perturb_minus_base_gate,T1050-D2,0.0349
paired_d:gate_gate_perturb_minus_base_gate,T1050-D3,0.0543
paired_d:gate_gate_perturb_minus_base_gate,T1054-D1,0.0785
paired_d:gate_gate_perturb_minus_base_gate,T1056-D1,0.0909
paired_d:gate_gate_perturb_minus_base_gate,T1057-D1,0.0676
paired_d:gate_gate_perturb_minus_base_gate,T1064-D1,0.1280
paired_d:gate_gate_perturb_minus_base_gate,T1067-D1,0.0722
paired_d:gate_gate_perturb_minus_base_gate,T1070-D2,0.0234
paired_d:gate_gate_perturb_minus_base_gate,T1073-D1,0.1004
paired_d:gate_gate_perturb_minus_base_gate,T1079-D1,0.0596
paired_d:gate_gate_perturb_minus_base_gate,T1082-D1,0.1341
paired_d:gate_gate_perturb_minus_base_gate,T1089-D1,0.0320
paired_d:gate_gate_perturb_minus_base_gate,T1090-D1,0.1333
paired_d:gate_gate_perturb_minus_base_gate,T1099-D1,0.1372
