backbone,benchmark,target_id,seed,permutation,condition,p_at_l5
ESM2-35M,casp15,T1157s1-D3,1,perm0,pert35m_p0,0.4348
ESM2-35M,casp15,T1157s2-D1,1,perm0,pert35m_p0,0.8095
ESM2-35M,casp15,T1157s2-D2,1,perm0,pert35m_p0,0.8837
ESM2-35M,casp15,T1157s2-D3,1,perm0,pert35m_p0,0.8214
ESM2-35M,casp15,T1170-D1,1,perm0,pert35m_p0,0.6250
ESM2-35M,casp15,T1170-D2,1,perm0,pert35m_p0,0.2143
ESM2-35M,casp15,T1180-D1,1,perm0,pert35m_p0,0.8158
ESM2-35M,casp15,T1187-D1,1,perm0,pert35m_p0,0.7188
ESM2-35M,casp15,T1194-D1,1,perm0,pert35m_p0,0.1875
ESM2-35M,casp15,T1104-D1,2,perm0,pert35m_p0,0.3913
ESM2-35M,casp15,T1106s1-D1,2,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1106s2-D1,2,perm0,pert35m_p0,0.8636
ESM2-35M,casp15,T1109-D1,2,perm0,pert35m_p0,0.7381
ESM2-35M,casp15,T1119-D1,2,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1120-D1,2,perm0,pert35m_p0,0.1739
ESM2-35M,casp15,T1120-D2,2,perm0,pert35m_p0,0.0909
ESM2-35M,casp15,T1121-D1,2,perm0,pert35m_p0,0.0256
ESM2-35M,casp15,T1121-D2,2,perm0,pert35m_p0,0.8182
ESM2-35M,casp15,T1123-D1,2,perm0,pert35m_p0,0.3095
ESM2-35M,casp15,T1124-D1,2,perm0,pert35m_p0,0.9200
ESM2-35M,casp15,T1133-D1,2,perm0,pert35m_p0,0.8642
ESM2-35M,casp15,T1137s1-D1,2,perm0,pert35m_p0,0.2333
ESM2-35M,casp15,T1137s1-D2,2,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s2-D1,2,perm0,pert35m_p0,0.1724
ESM2-35M,casp15,T1137s2-D2,2,perm0,pert35m_p0,0.0263
ESM2-35M,casp15,T1137s3-D1,2,perm0,pert35m_p0,0.3103
ESM2-35M,casp15,T1137s3-D2,2,perm0,pert35m_p0,0.0000
ESM2-35M,casp15,T1137s4-D1,2,perm0,pert35m_p0,0.4348
ESM2-35M,casp15,T1137s4-D2,2,perm0,pert35m_p0,0.0213
ESM2-35M,casp15,T1137s4-D3,2,perm0,pert35m_p0,0.0714
ESM2-35M,casp15,T1137s5-D1,2,perm0,pert35m_p0,0.5185
ESM2-35M,casp15,T1137s5-D2,2,perm0,pert35m_p0,0.0455
ESM2-35M,casp15,T1137s6-D1,2,perm0,pert35m_p0,0.3333
ESM2-35M,casp15,T1137s6-D2,2,perm0,pert35m_p0,0.1224
ESM2-35M,casp15,T1137s7-D1,2,perm0,pert35m_p0,0.7000
ESM2-35M,casp15,T1137s8-D1,2,perm0,pert35m_p0,0.1400
ESM2-35M,casp15,T1137s9-D1,2,perm0,pert35m_p0,0.0189
ESM2-35M,casp15,T1139-D1,2,perm0,pert35m_p0,0.9661
ESM2-35M,casp15,T1145-D1,2,perm0,pert35m_p0,0.4737
ESM2-35M,casp15,T1150-D1,2,perm0,pert35m_p0,0.3188
ESM2-35M,casp15,T1157s1-D2,2,perm0,pert35m_p0,0.4545
ESM2-35M,casp15,T1157s1-D3,2,perm0,pert35m_p0,0.3696
ESM2-35M,casp15,T1157s2-D1,2,perm0,pert35m_p0,0.3333
ESM2-35M,casp15,T1157s2-D2,2,perm0,pert35m_p0,0.7907
ESM2-35M,casp15,T1157s2-D3,2,perm0,pert35m_p0,0.5000
ESM2-35M,casp15,T1170-D1,2,perm0,pert35m_p0,0.6250
ESM2-35M,casp15,T1170-D2,2,perm0,pert35m_p0,0.2143
ESM2-35M,casp15,T1180-D1,2,perm0,pert35m_p0,0.7237
ESM2-35M,casp15,T1187-D1,2,perm0,pert35m_p0,0.4062
ESM2-35M,casp15,T1194-D1,2,perm0,pert35m_p0,0.1250
ESM2-35M,casp15,T1104-D1,0,perm1,pert35m_p1,0.3043
ESM2-35M,casp15,T1106s1-D1,0,perm1,pert35m_p1,0.0714
ESM2-35M,casp15,T1106s2-D1,0,perm1,pert35m_p1,0.9091
ESM2-35M,casp15,T1109-D1,0,perm1,pert35m_p1,0.8095
ESM2-35M,casp15,T1119-D1,0,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1120-D1,0,perm1,pert35m_p1,0.1304
ESM2-35M,casp15,T1120-D2,0,perm1,pert35m_p1,0.0909
ESM2-35M,casp15,T1121-D1,0,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1121-D2,0,perm1,pert35m_p1,0.8485
ESM2-35M,casp15,T1123-D1,0,perm1,pert35m_p1,0.3333
ESM2-35M,casp15,T1124-D1,0,perm1,pert35m_p1,0.8400
ESM2-35M,casp15,T1133-D1,0,perm1,pert35m_p1,0.7901
ESM2-35M,casp15,T1137s1-D1,0,perm1,pert35m_p1,0.4667
ESM2-35M,casp15,T1137s1-D2,0,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s2-D1,0,perm1,pert35m_p1,0.4483
ESM2-35M,casp15,T1137s2-D2,0,perm1,pert35m_p1,0.1053
ESM2-35M,casp15,T1137s3-D1,0,perm1,pert35m_p1,0.3793
ESM2-35M,casp15,T1137s3-D2,0,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s4-D1,0,perm1,pert35m_p1,0.4783
ESM2-35M,casp15,T1137s4-D2,0,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s4-D3,0,perm1,pert35m_p1,0.2143
ESM2-35M,casp15,T1137s5-D1,0,perm1,pert35m_p1,0.4815
ESM2-35M,casp15,T1137s5-D2,0,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s6-D1,0,perm1,pert35m_p1,0.5667
ESM2-35M,casp15,T1137s6-D2,0,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s7-D1,0,perm1,pert35m_p1,0.6833
ESM2-35M,casp15,T1137s8-D1,0,perm1,pert35m_p1,0.1000
ESM2-35M,casp15,T1137s9-D1,0,perm1,pert35m_p1,0.0755
ESM2-35M,casp15,T1139-D1,0,perm1,pert35m_p1,0.8475
ESM2-35M,casp15,T1145-D1,0,perm1,pert35m_p1,0.2105
ESM2-35M,casp15,T1150-D1,0,perm1,pert35m_p1,0.3768
ESM2-35M,casp15,T1157s1-D2,0,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1157s1-D3,0,perm1,pert35m_p1,0.3478
ESM2-35M,casp15,T1157s2-D1,0,perm1,pert35m_p1,0.4286
ESM2-35M,casp15,T1157s2-D2,0,perm1,pert35m_p1,0.7442
ESM2-35M,casp15,T1157s2-D3,0,perm1,pert35m_p1,0.4643
ESM2-35M,casp15,T1170-D1,0,perm1,pert35m_p1,0.5625
ESM2-35M,casp15,T1170-D2,0,perm1,pert35m_p1,0.5000
ESM2-35M,casp15,T1180-D1,0,perm1,pert35m_p1,0.8684
ESM2-35M,casp15,T1187-D1,0,perm1,pert35m_p1,0.5938
ESM2-35M,casp15,T1194-D1,0,perm1,pert35m_p1,0.1875
ESM2-35M,casp15,T1104-D1,1,perm1,pert35m_p1,0.2174
ESM2-35M,casp15,T1106s1-D1,1,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1106s2-D1,1,perm1,pert35m_p1,1.0000
ESM2-35M,casp15,T1109-D1,1,perm1,pert35m_p1,0.7619
ESM2-35M,casp15,T1119-D1,1,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1120-D1,1,perm1,pert35m_p1,0.1739
ESM2-35M,casp15,T1120-D2,1,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1121-D1,1,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1121-D2,1,perm1,pert35m_p1,0.6970
ESM2-35M,casp15,T1123-D1,1,perm1,pert35m_p1,0.1667
ESM2-35M,casp15,T1124-D1,1,perm1,pert35m_p1,0.9200
ESM2-35M,casp15,T1133-D1,1,perm1,pert35m_p1,0.9012
ESM2-35M,casp15,T1137s1-D1,1,perm1,pert35m_p1,0.7333
ESM2-35M,casp15,T1137s1-D2,1,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s2-D1,1,perm1,pert35m_p1,0.5517
ESM2-35M,casp15,T1137s2-D2,1,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s3-D1,1,perm1,pert35m_p1,0.4828
ESM2-35M,casp15,T1137s3-D2,1,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s4-D1,1,perm1,pert35m_p1,0.4783
ESM2-35M,casp15,T1137s4-D2,1,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s4-D3,1,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s5-D1,1,perm1,pert35m_p1,0.5556
ESM2-35M,casp15,T1137s5-D2,1,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s6-D1,1,perm1,pert35m_p1,0.6333
ESM2-35M,casp15,T1137s6-D2,1,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s7-D1,1,perm1,pert35m_p1,0.6667
ESM2-35M,casp15,T1137s8-D1,1,perm1,pert35m_p1,0.0400
ESM2-35M,casp15,T1137s9-D1,1,perm1,pert35m_p1,0.0943
ESM2-35M,casp15,T1139-D1,1,perm1,pert35m_p1,0.9661
ESM2-35M,casp15,T1145-D1,1,perm1,pert35m_p1,0.1053
ESM2-35M,casp15,T1150-D1,1,perm1,pert35m_p1,0.2754
ESM2-35M,casp15,T1157s1-D2,1,perm1,pert35m_p1,0.3182
ESM2-35M,casp15,T1157s1-D3,1,perm1,pert35m_p1,0.4130
ESM2-35M,casp15,T1157s2-D1,1,perm1,pert35m_p1,0.7619
ESM2-35M,casp15,T1157s2-D2,1,perm1,pert35m_p1,0.8605
ESM2-35M,casp15,T1157s2-D3,1,perm1,pert35m_p1,0.8929
ESM2-35M,casp15,T1170-D1,1,perm1,pert35m_p1,0.7708
ESM2-35M,casp15,T1170-D2,1,perm1,pert35m_p1,0.2143
ESM2-35M,casp15,T1180-D1,1,perm1,pert35m_p1,0.8158
ESM2-35M,casp15,T1187-D1,1,perm1,pert35m_p1,0.5938
ESM2-35M,casp15,T1194-D1,1,perm1,pert35m_p1,0.0625
ESM2-35M,casp15,T1104-D1,2,perm1,pert35m_p1,0.1304
ESM2-35M,casp15,T1106s1-D1,2,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1106s2-D1,2,perm1,pert35m_p1,0.7727
ESM2-35M,casp15,T1109-D1,2,perm1,pert35m_p1,0.7619
ESM2-35M,casp15,T1119-D1,2,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1120-D1,2,perm1,pert35m_p1,0.3043
ESM2-35M,casp15,T1120-D2,2,perm1,pert35m_p1,0.0909
ESM2-35M,casp15,T1121-D1,2,perm1,pert35m_p1,0.0256
ESM2-35M,casp15,T1121-D2,2,perm1,pert35m_p1,0.7273
ESM2-35M,casp15,T1123-D1,2,perm1,pert35m_p1,0.3095
ESM2-35M,casp15,T1124-D1,2,perm1,pert35m_p1,0.9067
ESM2-35M,casp15,T1133-D1,2,perm1,pert35m_p1,0.8642
ESM2-35M,casp15,T1137s1-D1,2,perm1,pert35m_p1,0.6333
ESM2-35M,casp15,T1137s1-D2,2,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s2-D1,2,perm1,pert35m_p1,0.4138
ESM2-35M,casp15,T1137s2-D2,2,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s3-D1,2,perm1,pert35m_p1,0.3103
ESM2-35M,casp15,T1137s3-D2,2,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s4-D1,2,perm1,pert35m_p1,0.5217
ESM2-35M,casp15,T1137s4-D2,2,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s4-D3,2,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s5-D1,2,perm1,pert35m_p1,0.6667
ESM2-35M,casp15,T1137s5-D2,2,perm1,pert35m_p1,0.0000
ESM2-35M,casp15,T1137s6-D1,2,perm1,pert35m_p1,0.5000
ESM2-35M,casp15,T1137s6-D2,2,perm1,pert35m_p1,0.1633
ESM2-35M,casp15,T1137s7-D1,2,perm1,pert35m_p1,0.7833
ESM2-35M,casp15,T1137s8-D1,2,perm1,pert35m_p1,0.1000
ESM2-35M,casp15,T1137s9-D1,2,perm1,pert35m_p1,0.0943
ESM2-35M,casp15,T1139-D1,2,perm1,pert35m_p1,0.9492
ESM2-35M,casp15,T1145-D1,2,perm1,pert35m_p1,0.0526
ESM2-35M,casp15,T1150-D1,2,perm1,pert35m_p1,0.2174
ESM2-35M,casp15,T1157s1-D2,2,perm1,pert35m_p1,0.3182
ESM2-35M,casp15,T1157s1-D3,2,perm1,pert35m_p1,0.2609
ESM2-35M,casp15,T1157s2-D1,2,perm1,pert35m_p1,0.4762
ESM2-35M,casp15,T1157s2-D2,2,perm1,pert35m_p1,0.6047
ESM2-35M,casp15,T1157s2-D3,2,perm1,pert35m_p1,0.5714
ESM2-35M,casp15,T1170-D1,2,perm1,pert35m_p1,0.5208
ESM2-35M,casp15,T1170-D2,2,perm1,pert35m_p1,0.2857
ESM2-35M,casp15,T1180-D1,2,perm1,pert35m_p1,0.7105
ESM2-35M,casp15,T1187-D1,2,perm1,pert35m_p1,0.8125
ESM2-35M,casp15,T1194-D1,2,perm1,pert35m_p1,0.1562
ESM2-35M,casp15,T1104-D1,0,perm2,pert35m_p2,0.1739
ESM2-35M,casp15,T1106s1-D1,0,perm2,pert35m_p2,0.0714
ESM2-35M,casp15,T1106s2-D1,0,perm2,pert35m_p2,0.9545
ESM2-35M,casp15,T1109-D1,0,perm2,pert35m_p2,0.8571
ESM2-35M,casp15,T1119-D1,0,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1120-D1,0,perm2,pert35m_p2,0.2174
ESM2-35M,casp15,T1120-D2,0,perm2,pert35m_p2,0.0455
ESM2-35M,casp15,T1121-D1,0,perm2,pert35m_p2,0.0513
ESM2-35M,casp15,T1121-D2,0,perm2,pert35m_p2,0.6970
ESM2-35M,casp15,T1123-D1,0,perm2,pert35m_p2,0.3810
ESM2-35M,casp15,T1124-D1,0,perm2,pert35m_p2,0.8267
ESM2-35M,casp15,T1133-D1,0,perm2,pert35m_p2,0.8272
ESM2-35M,casp15,T1137s1-D1,0,perm2,pert35m_p2,0.3000
ESM2-35M,casp15,T1137s1-D2,0,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s2-D1,0,perm2,pert35m_p2,0.4828
ESM2-35M,casp15,T1137s2-D2,0,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s3-D1,0,perm2,pert35m_p2,0.4828
ESM2-35M,casp15,T1137s3-D2,0,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s4-D1,0,perm2,pert35m_p2,0.5652
ESM2-35M,casp15,T1137s4-D2,0,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s4-D3,0,perm2,pert35m_p2,0.0714
ESM2-35M,casp15,T1137s5-D1,0,perm2,pert35m_p2,0.5185
ESM2-35M,casp15,T1137s5-D2,0,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s6-D1,0,perm2,pert35m_p2,0.6000
ESM2-35M,casp15,T1137s6-D2,0,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s7-D1,0,perm2,pert35m_p2,0.7667
ESM2-35M,casp15,T1137s8-D1,0,perm2,pert35m_p2,0.1200
ESM2-35M,casp15,T1137s9-D1,0,perm2,pert35m_p2,0.0943
ESM2-35M,casp15,T1139-D1,0,perm2,pert35m_p2,0.9322
ESM2-35M,casp15,T1145-D1,0,perm2,pert35m_p2,0.4211
ESM2-35M,casp15,T1150-D1,0,perm2,pert35m_p2,0.2319
ESM2-35M,casp15,T1157s1-D2,0,perm2,pert35m_p2,0.3636
ESM2-35M,casp15,T1157s1-D3,0,perm2,pert35m_p2,0.2391
ESM2-35M,casp15,T1157s2-D1,0,perm2,pert35m_p2,0.5714
ESM2-35M,casp15,T1157s2-D2,0,perm2,pert35m_p2,0.6977
ESM2-35M,casp15,T1157s2-D3,0,perm2,pert35m_p2,0.7857
ESM2-35M,casp15,T1170-D1,0,perm2,pert35m_p2,0.5417
ESM2-35M,casp15,T1170-D2,0,perm2,pert35m_p2,0.5000
ESM2-35M,casp15,T1180-D1,0,perm2,pert35m_p2,0.8684
ESM2-35M,casp15,T1187-D1,0,perm2,pert35m_p2,0.5000
ESM2-35M,casp15,T1194-D1,0,perm2,pert35m_p2,0.0625
ESM2-35M,casp15,T1104-D1,1,perm2,pert35m_p2,0.3478
ESM2-35M,casp15,T1106s1-D1,1,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1106s2-D1,1,perm2,pert35m_p2,0.8182
ESM2-35M,casp15,T1109-D1,1,perm2,pert35m_p2,0.8095
ESM2-35M,casp15,T1119-D1,1,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1120-D1,1,perm2,pert35m_p2,0.1304
ESM2-35M,casp15,T1120-D2,1,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1121-D1,1,perm2,pert35m_p2,0.0256
ESM2-35M,casp15,T1121-D2,1,perm2,pert35m_p2,0.8182
ESM2-35M,casp15,T1123-D1,1,perm2,pert35m_p2,0.1905
ESM2-35M,casp15,T1124-D1,1,perm2,pert35m_p2,0.9200
ESM2-35M,casp15,T1133-D1,1,perm2,pert35m_p2,0.9012
ESM2-35M,casp15,T1137s1-D1,1,perm2,pert35m_p2,0.6000
ESM2-35M,casp15,T1137s1-D2,1,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s2-D1,1,perm2,pert35m_p2,0.4828
ESM2-35M,casp15,T1137s2-D2,1,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s3-D1,1,perm2,pert35m_p2,0.4483
ESM2-35M,casp15,T1137s3-D2,1,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s4-D1,1,perm2,pert35m_p2,0.7826
ESM2-35M,casp15,T1137s4-D2,1,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s4-D3,1,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s5-D1,1,perm2,pert35m_p2,0.6667
ESM2-35M,casp15,T1137s5-D2,1,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s6-D1,1,perm2,pert35m_p2,0.5000
ESM2-35M,casp15,T1137s6-D2,1,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s7-D1,1,perm2,pert35m_p2,0.6667
ESM2-35M,casp15,T1137s8-D1,1,perm2,pert35m_p2,0.1200
ESM2-35M,casp15,T1137s9-D1,1,perm2,pert35m_p2,0.0755
ESM2-35M,casp15,T1139-D1,1,perm2,pert35m_p2,0.9831
ESM2-35M,casp15,T1145-D1,1,perm2,pert35m_p2,0.1579
ESM2-35M,casp15,T1150-D1,1,perm2,pert35m_p2,0.3043
ESM2-35M,casp15,T1157s1-D2,1,perm2,pert35m_p2,0.2727
ESM2-35M,casp15,T1157s1-D3,1,perm2,pert35m_p2,0.4565
ESM2-35M,casp15,T1157s2-D1,1,perm2,pert35m_p2,0.9524
ESM2-35M,casp15,T1157s2-D2,1,perm2,pert35m_p2,0.9070
ESM2-35M,casp15,T1157s2-D3,1,perm2,pert35m_p2,0.8571
ESM2-35M,casp15,T1170-D1,1,perm2,pert35m_p2,0.6667
ESM2-35M,casp15,T1170-D2,1,perm2,pert35m_p2,0.6429
ESM2-35M,casp15,T1180-D1,1,perm2,pert35m_p2,0.7500
ESM2-35M,casp15,T1187-D1,1,perm2,pert35m_p2,0.6875
ESM2-35M,casp15,T1194-D1,1,perm2,pert35m_p2,0.2188
ESM2-35M,casp15,T1104-D1,2,perm2,pert35m_p2,0.0435
ESM2-35M,casp15,T1106s1-D1,2,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1106s2-D1,2,perm2,pert35m_p2,0.9545
ESM2-35M,casp15,T1109-D1,2,perm2,pert35m_p2,0.7619
ESM2-35M,casp15,T1119-D1,2,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1120-D1,2,perm2,pert35m_p2,0.0435
ESM2-35M,casp15,T1120-D2,2,perm2,pert35m_p2,0.0455
ESM2-35M,casp15,T1121-D1,2,perm2,pert35m_p2,0.0513
ESM2-35M,casp15,T1121-D2,2,perm2,pert35m_p2,0.7273
ESM2-35M,casp15,T1123-D1,2,perm2,pert35m_p2,0.2619
ESM2-35M,casp15,T1124-D1,2,perm2,pert35m_p2,0.8933
ESM2-35M,casp15,T1133-D1,2,perm2,pert35m_p2,0.8148
ESM2-35M,casp15,T1137s1-D1,2,perm2,pert35m_p2,0.4667
ESM2-35M,casp15,T1137s1-D2,2,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s2-D1,2,perm2,pert35m_p2,0.4483
ESM2-35M,casp15,T1137s2-D2,2,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s3-D1,2,perm2,pert35m_p2,0.2414
ESM2-35M,casp15,T1137s3-D2,2,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s4-D1,2,perm2,pert35m_p2,0.7826
ESM2-35M,casp15,T1137s4-D2,2,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s4-D3,2,perm2,pert35m_p2,0.1429
ESM2-35M,casp15,T1137s5-D1,2,perm2,pert35m_p2,0.6667
ESM2-35M,casp15,T1137s5-D2,2,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1137s6-D1,2,perm2,pert35m_p2,0.4667
ESM2-35M,casp15,T1137s6-D2,2,perm2,pert35m_p2,0.1429
ESM2-35M,casp15,T1137s7-D1,2,perm2,pert35m_p2,0.7667
ESM2-35M,casp15,T1137s8-D1,2,perm2,pert35m_p2,0.1200
ESM2-35M,casp15,T1137s9-D1,2,perm2,pert35m_p2,0.0000
ESM2-35M,casp15,T1139-D1,2,perm2,pert35m_p2,0.8814
ESM2-35M,casp15,T1145-D1,2,perm2,pert35m_p2,0.5263
ESM2-35M,casp15,T1150-D1,2,perm2,pert35m_p2,0.2464
ESM2-35M,casp15,T1157s1-D2,2,perm2,pert35m_p2,0.3636
ESM2-35M,casp15,T1157s1-D3,2,perm2,pert35m_p2,0.5000
ESM2-35M,casp15,T1157s2-D1,2,perm2,pert35m_p2,0.4762
ESM2-35M,casp15,T1157s2-D2,2,perm2,pert35m_p2,0.8140
ESM2-35M,casp15,T1157s2-D3,2,perm2,pert35m_p2,0.7857
ESM2-35M,casp15,T1170-D1,2,perm2,pert35m_p2,0.4167
ESM2-35M,casp15,T1170-D2,2,perm2,pert35m_p2,0.4286
ESM2-35M,casp15,T1180-D1,2,perm2,pert35m_p2,0.8026
ESM2-35M,casp15,T1187-D1,2,perm2,pert35m_p2,0.5625
ESM2-35M,casp15,T1194-D1,2,perm2,pert35m_p2,0.0625
ESM2-35M,casp15,T1104-D1,0,perm3,pert35m_p3,0.3043
ESM2-35M,casp15,T1106s1-D1,0,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1106s2-D1,0,perm3,pert35m_p3,0.9091
ESM2-35M,casp15,T1109-D1,0,perm3,pert35m_p3,0.8095
ESM2-35M,casp15,T1119-D1,0,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1120-D1,0,perm3,pert35m_p3,0.1304
ESM2-35M,casp15,T1120-D2,0,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1121-D1,0,perm3,pert35m_p3,0.0256
ESM2-35M,casp15,T1121-D2,0,perm3,pert35m_p3,0.8788
ESM2-35M,casp15,T1123-D1,0,perm3,pert35m_p3,0.2857
ESM2-35M,casp15,T1124-D1,0,perm3,pert35m_p3,0.8800
ESM2-35M,casp15,T1133-D1,0,perm3,pert35m_p3,0.8395
ESM2-35M,casp15,T1137s1-D1,0,perm3,pert35m_p3,0.5333
ESM2-35M,casp15,T1137s1-D2,0,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s2-D1,0,perm3,pert35m_p3,0.5172
ESM2-35M,casp15,T1137s2-D2,0,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s3-D1,0,perm3,pert35m_p3,0.5517
ESM2-35M,casp15,T1137s3-D2,0,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s4-D1,0,perm3,pert35m_p3,0.3043
ESM2-35M,casp15,T1137s4-D2,0,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s4-D3,0,perm3,pert35m_p3,0.2857
ESM2-35M,casp15,T1137s5-D1,0,perm3,pert35m_p3,0.5185
ESM2-35M,casp15,T1137s5-D2,0,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s6-D1,0,perm3,pert35m_p3,0.4333
ESM2-35M,casp15,T1137s6-D2,0,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s7-D1,0,perm3,pert35m_p3,0.6333
ESM2-35M,casp15,T1137s8-D1,0,perm3,pert35m_p3,0.0400
ESM2-35M,casp15,T1137s9-D1,0,perm3,pert35m_p3,0.0189
ESM2-35M,casp15,T1139-D1,0,perm3,pert35m_p3,0.9153
ESM2-35M,casp15,T1145-D1,0,perm3,pert35m_p3,0.1579
ESM2-35M,casp15,T1150-D1,0,perm3,pert35m_p3,0.4058
ESM2-35M,casp15,T1157s1-D2,0,perm3,pert35m_p3,0.0455
ESM2-35M,casp15,T1157s1-D3,0,perm3,pert35m_p3,0.3696
ESM2-35M,casp15,T1157s2-D1,0,perm3,pert35m_p3,0.5714
ESM2-35M,casp15,T1157s2-D2,0,perm3,pert35m_p3,0.8605
ESM2-35M,casp15,T1157s2-D3,0,perm3,pert35m_p3,0.6071
ESM2-35M,casp15,T1170-D1,0,perm3,pert35m_p3,0.7083
ESM2-35M,casp15,T1170-D2,0,perm3,pert35m_p3,0.6429
ESM2-35M,casp15,T1180-D1,0,perm3,pert35m_p3,0.8289
ESM2-35M,casp15,T1187-D1,0,perm3,pert35m_p3,0.6562
ESM2-35M,casp15,T1194-D1,0,perm3,pert35m_p3,0.0938
ESM2-35M,casp15,T1104-D1,1,perm3,pert35m_p3,0.1739
ESM2-35M,casp15,T1106s1-D1,1,perm3,pert35m_p3,0.0714
ESM2-35M,casp15,T1106s2-D1,1,perm3,pert35m_p3,0.8636
ESM2-35M,casp15,T1109-D1,1,perm3,pert35m_p3,0.8095
ESM2-35M,casp15,T1119-D1,1,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1120-D1,1,perm3,pert35m_p3,0.0870
ESM2-35M,casp15,T1120-D2,1,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1121-D1,1,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1121-D2,1,perm3,pert35m_p3,0.8485
ESM2-35M,casp15,T1123-D1,1,perm3,pert35m_p3,0.3810
ESM2-35M,casp15,T1124-D1,1,perm3,pert35m_p3,0.9200
ESM2-35M,casp15,T1133-D1,1,perm3,pert35m_p3,0.8642
ESM2-35M,casp15,T1137s1-D1,1,perm3,pert35m_p3,0.7000
ESM2-35M,casp15,T1137s1-D2,1,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s2-D1,1,perm3,pert35m_p3,0.4483
ESM2-35M,casp15,T1137s2-D2,1,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s3-D1,1,perm3,pert35m_p3,0.3103
ESM2-35M,casp15,T1137s3-D2,1,perm3,pert35m_p3,0.0000
ESM2-35M,casp15,T1137s4-D1,1,perm3,pert35m_p3,0.5217
ESM2-35M,casp15,T1137s4-D2,1,perm3,pert35m_p3,0.0000
